drug,label,count,drug_id,genes
Levonorgestrel,6,344,4510,"['CYP3A4', 'PGR', 'SRD5A1', 'CYP19A1', 'AR', 'SHBG', 'ESR1', 'DYRK3', 'CDKN1A', 'ADAM10', 'NUCB2', 'KIT', 'SERPINA1', 'STK10', 'GPER1', 'XBP1', 'PER1', 'CSK', 'NFKBIA', 'MALT1', 'IGF1R', 'FOXO3', 'SERPINA5', 'TRAF3IP2', 'ATP7B', 'NAT1', 'HMOX1', 'RPS6KB2', 'ANPEP', 'INPP1', 'PTK2B', 'FKBP5', 'EIF2AK3', 'HBB', 'CDKN3', 'TRAP1', 'BRCA1', 'HSPD1', 'TXNRD1', 'PARP2', 'ERBB2', 'TP53', 'SIGMAR1', 'PLK2', 'SUV39H1', 'NME1', 'GPI', 'TOP2A', 'PCNA', 'P4HTM', 'RNASEH2A', 'POLA1', 'IGFBP3', 'PIN1', 'GDF15', 'LIG1', 'POLR1G', 'TMEM97', 'TYMS', 'F12', 'DCK', 'CDK1', 'PIK3C2B', 'MYC', 'EIF4EBP1', 'CDC25B', 'FEN1', 'HSPA8', 'EZH2', 'EXO1', 'KAT2A', 'RRP1B', 'ATIC', 'TTK', 'RPA1', 'APEX1', 'PPT1', 'MDH2', 'IMPDH2', 'PNP', 'HDAC2', 'PSMB8', 'UBA2', 'SPR', 'PSME1', 'NDUFAF4', 'NPM1', 'CDK4', 'CCNA2', 'CHEK2', 'PRKDC', 'MELK', 'VDAC1', 'NAE1', 'RACGAP1']"
Sorafenib,22,358,4463,"['BRAF', 'HTR2C', 'PDGFRA', 'RAF1', 'CYP3A4', 'CYP2C19', 'CSF1R', 'CYP2C8', 'HIPK3', 'HIPK4', 'MUSK', 'KDR', 'CYP2C9', 'MAP3K20', 'RET', 'HTR2B', 'ABCB1', 'MAP3K7', 'CDK7', 'EPHA6', 'CYP1A2', 'CYP2D6', 'CYP3A7', 'UGT1A1', 'UGT1A9', 'EPHX2', 'PDGFRB', 'MAP2K5', 'RALBP1', 'TIE1', 'ABCC2', 'AURKC', 'CYP2B6', 'CYP3A5', 'MAPK11', 'MKNK2', 'MKNK1', 'ABCG2', 'KIT', 'EPHB6', 'FLT4', 'STK10', 'ABCC4', 'FLT3', 'FLT1', 'FGFR1', 'NUCB2', 'DIABLO', 'ATF3', 'INPP1', 'HEBP1', 'CXCL2', 'EPRS1', 'PRKAG2', 'CDKN1A', 'CBS', 'SLC7A11', 'NFKBIA', 'DDIT3', 'GADD45A', 'FHL2', 'GDF15', 'HMOX1', 'ASNS', 'SPP1', 'MAPKAPK5', 'TRIB3', 'TSC22D3', 'BIRC2', 'JUN', 'SLC1A5', 'NPC1', 'PMAIP1', 'PSMD9', 'XBP1', 'CTH', 'SELL', 'EIF4EBP1', 'STMN1', 'KEAP1', 'RRM2', 'PLK1', 'CCNB1', 'TUBB4B', 'SUV39H1', 'LIG1', 'TUBB6', 'FASN', 'CDC25A', 'CDK1', 'PSMD2', 'KIF11', 'PCNA', 'TOP2A', 'LDLR', 'TUBA1A', 'GMNN', 'RPS6KA1', 'CDC25B', 'SQLE', 'TMEM97', 'HMGCR', 'NPTX2', 'TYMS', 'BIRC5', 'HSPA8', 'CCNA2', 'AURKA', 'PNP', 'AURKB', 'FDPS', 'FDFT1', 'FEN1']"
Betamethasone,6,368,3922,"['PGR', 'ABCB1', 'PLA2G1B', 'CYP3A4', 'NR3C2', 'PTGS2', 'CYP19A1', 'NR3C1', 'MYC', 'IMPDH1', 'IRS2', 'HSPB1', 'CRYZ', 'RGS2', 'STAT3', 'PRKAG2', 'PIK3R1', 'CDKN1A', 'FOXO3', 'CCND3', 'CHPT1', 'FKBP5', 'GAA', 'NFKBIA', 'PROS1', 'NNMT', 'ADAM10', 'CDK5R1', 'STK39', 'SERPINE1', 'SIK1', 'IGF2BP2', 'LAMA3', 'SLC22A5', 'ICAM3', 'SEMA4D', 'GET1', 'PTPN12', 'TNFAIP3', 'ADO', 'RPS6KA1', 'CTSD', 'CAPN1', 'MBNL1', 'MUC1', 'DUSP1', 'PSMD10', 'TSC22D3', 'PER1', 'CDK19', 'SELL', 'SRPRB', 'CASP2', 'AMD1', 'CDK6', 'CFLAR', 'LPL', 'PEBP1', 'PGM1', 'RHOA', 'RRP1B', 'TGFBR2', 'PRKCD', 'ATP1A1', 'SLPI', 'RAF1', 'IL11', 'IGFBP3', 'DDIT3', 'GDF15', 'DNMT3A', 'SPHK1', 'PSMB8', 'HSPA1A', 'HBEGF', 'GJA1', 'PRKACA', 'SAP130', 'NFKB2', 'CTSL', 'CCL2', 'IFNAR1', 'MMP2', 'IL1B', 'CAST', 'PSMD2', 'TFAP2A', 'HMOX1', 'BMP2', 'ADM', 'SMAD3', 'VEGFA', 'ACVR1', 'TENT4A', 'TRIB2', 'JUN', 'AURKB', 'SH2B3', 'SLC7A11', 'PMAIP1', 'FHL2', 'NFE2L2', 'ITGB1', 'CSNK1E', 'NRG1', 'CDK17', 'TRIB3', 'SQSTM1', 'CD83', 'PLA2G4A', 'FOSL1', 'CBR3', 'TXNRD1', 'PLAU', 'PSMB9', 'DNMT1', 'TGFB2', 'TGFB3']"
Dexamethasone,14,391,6368,"['CYP3A4', 'PLA2G1B', 'NOS2', 'ABCB11', 'CYP3A43', 'CYP2D6', 'CYP2C19', 'CYP19A1', 'PTGS2', 'NR3C1', 'ABCG2', 'NR0B1', 'ANXA1', 'CYP2A6', 'PGR', 'CYP3A5', 'NR3C2', 'CYP1B1', 'CYP17A1', 'CYP1A1', 'CYP11A1', 'ABCC2', 'CYP2C8', 'ABCB1', 'CYP3A7', 'CYP2E1', 'CYP4A11', 'SLCO1A2', 'CYP2C9', 'CYP2B6', 'RGS2', 'NFKBIA', 'ADO', 'CTSD', 'GAA', 'TNFAIP3', 'DUSP1', 'IRS2', 'AMD1', 'IMPDH1', 'MBNL1', 'RPS6KA1', 'SLC22A5', 'PRKAG2', 'SLPI', 'STK39', 'SELL', 'FOXO3', 'RRP1B', 'NNMT', 'CFLAR', 'PIK3R1', 'MYC', 'RAF1', 'RHOA', 'MUC1', 'HSPB1', 'PGM1', 'SIK1', 'ADAM10', 'PROS1', 'SRPRB', 'ATP1A1', 'STAT3', 'LPL', 'PEBP1', 'GET1', 'CAPN1', 'ICAM3', 'CCND3', 'TSC22D3', 'PRKCD', 'SEMA4D', 'PSMD10', 'PER1', 'CHPT1', 'LAMA3', 'CDK5R1', 'IGF2BP2', 'CDKN1A', 'CRYZ', 'SERPINE1', 'CASP2', 'PTPN12', 'CDK6', 'CDK19', 'TGFBR2', 'FKBP5', 'IL11', 'DDIT3', 'TGFB2', 'PRKACA', 'CBR3', 'IGFBP3', 'SH2B3', 'TENT4A', 'FOSL1', 'PSMB9', 'AURKB', 'NFE2L2', 'JUN', 'IL1B', 'ACVR1', 'VEGFA', 'PLAU', 'PSMB8', 'CAST', 'SMAD3', 'DNMT3A', 'DNMT1', 'PSMD2', 'TRIB3', 'CD83', 'SLC7A11', 'NFKB2', 'SPHK1', 'CDK17', 'HBEGF', 'CSNK1E', 'PLA2G4A', 'CTSL', 'PMAIP1', 'HSPA1A', 'TGFB3', 'SQSTM1', 'MMP2', 'HMOX1', 'TFAP2A', 'ADM', 'GJA1', 'TRIB2', 'SAP130', 'IFNAR1', 'BMP2', 'NRG1', 'TXNRD1', 'GDF15', 'CCL2', 'ITGB1', 'FHL2']"
Simvastatin,22,426,2618,"['CYP2B6', 'UGT2B7', 'HMGCR', 'CYP2C9', 'CYP2D6', 'CYP2C8', 'UGT1A3', 'ABCC2', 'SLCO1A2', 'UGT1A1', 'CYP3A5', 'ITGB2', 'CYP3A7', 'SLCO1B1', 'ABCB1', 'CYP2C19', 'CYP3A4', 'CDK19', 'CAPN1', 'CDKN1A', 'CYTH2', 'GET1', 'MUC1', 'IKBKB', 'HDAC6', 'IKZF1', 'IL1B', 'CASP9', 'GPER1', 'RNPEPL1', 'PLA2G6', 'SULT1A1', 'NPC1', 'LAMA3', 'ERBB3', 'PARP3', 'NR1H2', 'JUN', 'CACNB3', 'XBP1', 'TBXA2R', 'CYB5R3', 'NCOA3', 'S100A4', 'MMP2', 'PRKCD', 'CBLB', 'TSC22D3', 'ABCC5', 'CES1', 'STK10', 'CDC25B', 'NUCB2', 'LPAR2', 'DDR1', 'CTSD', 'STN1', 'CTDSP1', 'STX4', 'MMP1', 'PPOX', 'RHOA', 'CAT', 'PPAT', 'HSPD1', 'CDKN3', 'POLA2', 'CCL2', 'NME1', 'SERPINE1', 'FXN', 'HSPA8', 'SLC25A4', 'MYC', 'SPR', 'PSMA3', 'PCNA', 'PRKAG2', 'PSME3', 'PNP', 'HDAC2', 'EDN1', 'BIRC5', 'CDC25A', 'AURKB', 'CDK1', 'TBP', 'POLR1G', 'FOSL1', 'DCK', 'TEX10', 'TRAP1', 'HPRT1', 'RRP1B', 'FHL2', 'SDHB', 'TMX2', 'CCN2', 'GMNN', 'EED', 'CCNA2', 'HSD17B10', 'IGFBP3', 'DDAH1', 'NFKBIA', 'PLK1', 'FEN1', 'GADD45A', 'TUBB6', 'CCND1', 'PARP1', 'AURKA', 'EZH2', 'TYMS', 'NDUFAF4', 'GNL3', 'PARP2', 'TOP2A']"
Afatinib,6,430,13669,"['DYRK1A', 'HIPK4', 'ERBB2', 'IRAK1', 'ERBB4', 'ABCB1', 'PHKG2', 'BLK', 'EGFR', 'LCK', 'EPHA6', 'ABCG2', 'ABL1', 'PLA2G6', 'TSC22D3', 'SRC', 'PTPN6', 'EGF', 'CTSL', 'CBLB', 'SQSTM1', 'NPC1', 'CBS', 'DYRK3', 'AXIN1', 'SIRT5', 'HEXB', 'CFD', 'HDAC5', 'SLC7A11', 'TLR4', 'MAPKAPK5', 'HEBP1', 'PIKFYVE', 'PROS1', 'P2RX4', 'DDIT3', 'CDK19', 'HMOX1', 'TSC1', 'CRBN', 'CEP68', 'GADD45A', 'ABCC5', 'IKZF1', 'FGFR4', 'KEAP1', 'EIF4EBP1', 'FDFT1', 'ERAP2', 'HSPA1A', 'MICU1', 'CTH', 'GPER1', 'PYGL', 'PSMD2', 'NDUFA13', 'NDUFAB1', 'ICMT', 'NUDT15', 'RRP1B', 'IPO4', 'PSMA7', 'MYC', 'UMPS', 'CDK1', 'TOP2A', 'FASN', 'EED', 'POLA2', 'PSME3', 'FEN1', 'POLR1G', 'NME1', 'CCND3', 'MIF', 'HDAC2', 'ATP1B1', 'KDM1A', 'CDC25A', 'PRKCD', 'IGFBP3', 'PSMD3', 'PNP', 'TUBB6', 'PCNA', 'PGM1', 'TUBB3', 'SDHB', 'PRMT1', 'LRRC59', 'FOSL1', 'HSD17B10', 'TYMS', 'PPA1', 'VIM', 'RRM2', 'TUBA4A', 'PRPF31', 'EIF4G1', 'CCNA2', 'CCN2', 'TUBB4B', 'UQCR10', 'LIG1', 'GNAS', 'TRAP1', 'FHL2', 'SMARCA4', 'PARP1', 'NDUFS6', 'DDB1', 'RHOA', 'AKT1', 'CCND1']"
Varenicline,13,447,6313,"['CHRNA4', 'CHRNA6', 'CHRNA3', 'CHRNB2', 'CHRNA7', 'STAT5B', 'SOX10', 'PROS1', 'ABCC5', 'EYA2', 'SYK', 'MAPKAPK5', 'DYRK1A', 'LAMA5', 'ICAM1', 'FOXO3', 'PTGS2', 'APAF1', 'GATA3', 'ERBB3', 'PAK1', 'FGF1', 'TAB2', 'HLA-DRA', 'PRKCQ', 'NR3C1', 'LPL', 'EGR1', 'PPARD', 'ERAP2', 'SMARCA2', 'HDAC5', 'NFKB2', 'PIP4K2A', 'SPTLC2', 'NOTCH2', 'FZD7', 'ITGB3', 'BCL2', 'ABHD6', 'NPR3', 'IKZF1', 'PAK6', 'PTPN6', 'PAX8', 'ADO', 'ICAM3', 'CDH1', 'TBX2', 'IGF2BP2', 'NCOA1', 'MGA', 'KIT', 'MALT1', 'SCN1B', 'MUC1', 'BTK', 'SUV39H1', 'REV3L', 'CASP2', 'STAT5A', 'DBP', 'PIKFYVE', 'PRKAG2', 'FYN', 'ADAM10', 'MYLK', 'NOTCH1', 'GHR', 'LAMA3', 'PRCP', 'SIK3', 'FKBP4', 'PSMC3', 'NDUFA13', 'PSME1', 'CD44', 'HSPD1', 'PSMB2', 'BAX', 'NDUFA10', 'HSPB1', 'HSPA8', 'NQO1', 'HSP90AA1', 'CDC25B', 'PSMA7', 'TRAP1', 'NME1', 'NDUFA9', 'CTSD', 'SPR', 'APRT', 'TMSB10', 'MIF', 'GMNN', 'DPYSL2', 'PNP', 'PPIB', 'SDC1', 'HMOX2', 'NDUFB8', 'SLC25A6', 'NT5C', 'SDHB', 'NPTX2', 'ATP1B1', 'RGS2', 'S100A4', 'AKR7A2', 'TXNRD1', 'NCL', 'AKR1B10', 'PSMB6', 'APP', 'FPGS', 'GNAS', 'AURKB', 'CTSL', 'SQSTM1', 'BIRC5', 'NDUFS3', 'APEX1', 'TUBA1A', 'IRAK1', 'CDK7', 'TK1', 'NDUFS6', 'G6PD', 'TMEM97']"
Vemurafenib,14,452,13792,"['ABCG2', 'ABCC1', 'CYP1A2', 'CYP2D6', 'BRAF', 'ALB', 'RAF1', 'CYP3A4', 'XPC', 'PIK3C2B', 'CBS', 'ASNS', 'TSC22D3', 'IKZF1', 'GADD45A', 'BRCA1', 'TP53', 'CBLB', 'ENPP2', 'CXCL2', 'MYLK', 'MAP2K5', 'CDK19', 'XBP1', 'CLK2', 'COL11A1', 'EIF4EBP1', 'KDM4A', 'HEXA', 'MUTYH', 'PSPH', 'CTH', 'TRIB3', 'SLC7A11', 'GAA', 'CAT', 'FOXO3', 'IKBKB', 'SLC1A5', 'EPRS1', 'PDCD4', 'ERBB3', 'ARID5B', 'DDIT3', 'HDAC6', 'PPCDC', 'ERBB2', 'SIRT5', 'FYN', 'ADAM10', 'TYMS', 'NDUFAB1', 'TNFRSF12A', 'ADRM1', 'MAP2K3', 'VDAC1', 'CASP3', 'HSPB1', 'CDC25A', 'TUBB3', 'CBR3', 'TUBB4B', 'TUBB6', 'TUBA1C', 'CAST', 'STK17A', 'TUBA1B', 'HSPA1A', 'EPHA2', 'FOSL1', 'HSPD1', 'GEM', 'IL11', 'TUBA3D', 'DUSP6', 'HRAS', 'LDLR', 'CCND3', 'GNAS', 'SUV39H1', 'PSMD11', 'PNP', 'TMSB10', 'SFN', 'SDC1', 'HSP90AB1', 'PCNA', 'TUBB2A', 'CDKN1A', 'TUBA4A', 'PSMB2', 'TEX10', 'LIF', 'EIF4A1', 'AURKA', 'PNPLA3', 'FDFT1', 'FDPS', 'HSPA8', 'PSMD1', 'HBEGF', 'PIN1', 'CRYZ', 'PSMD14', 'PSMA2', 'GMNN', 'RRM2', 'PSMD12', 'HSP90AA1', 'RPS6KA1', 'CCNB1', 'PSMD2', 'SQLE', 'FEN1']"
Azacitidine,14,456,5621,"['DNMT3A', 'CDA', 'DNMT1', 'RGS2', 'EPRS1', 'MAPKAPK5', 'TRIB3', 'EP300', 'ARID5B', 'XBP1', 'TXNRD1', 'EIF4EBP1', 'PMAIP1', 'TSC22D3', 'ATF3', 'SIRT1', 'FHL2', 'NFE2L2', 'SMOX', 'CDK6', 'SLC7A11', 'ASNS', 'TRIT1', 'EGR1', 'FYN', 'FIP1L1', 'DDIT3', 'CTH', 'FOXO3', 'CXCL2', 'GADD45A', 'DUSP6', 'DYRK1A', 'SIAH1', 'CBLB', 'ADO', 'SQSTM1', 'JUN', 'PPCDC', 'PTGS2', 'NR3C1', 'SIK3', 'CDKN1A', 'BRD4', 'DYRK3', 'MYC', 'INPP1', 'SPR', 'PRKCD', 'HSPA8', 'RRM2', 'ANXA2', 'POLD1', 'MIF', 'FASN', 'CDK1', 'TYMS', 'PGAP6', 'PSME1', 'SCAP', 'PARP1', 'NDUFA7', 'PGM1', 'PCNA', 'PIK3C2B', 'TUBB6', 'TOP2A', 'RPS6KA1', 'FEN1', 'FDFT1', 'SUMO2', 'STMN1', 'RPA1', 'HSPA1A', 'CCND1', 'ICMT', 'LIPA', 'HSPB1', 'CCNA2', 'TRAP1', 'SLC16A3', 'NDUFA2', 'RHOA', 'AKT1', 'NDUFB3', 'TUBB', 'PAK4', 'HSPD1', 'GPI', 'BAD', 'UQCR10', 'CRYZ', 'RRM1', 'PSME2', 'CAMK2G', 'TUBA1A', 'ICAM3', 'CBR3', 'CDC25B', 'STX4', 'LIG1', 'TK1', 'SCARB1', 'PIN1', 'CBR1', 'BIRC5', 'PYGL', 'POLA2', 'GET1', 'SLC25A5', 'KRT18', 'PSMB2']"
Pitavastatin,6,458,13899,"['CYP2C9', 'ABCB1', 'SLCO1B1', 'CYP2C8', 'UGT2B7', 'ABCC2', 'SLCO1B3', 'SLCO2B1', 'ALB', 'SLC10A1', 'HMGCR', 'UGT1A3', 'ABCG2', 'PRKACA', 'HSPA1A', 'HLA-B', 'FAS', 'ITGA5', 'PPOX', 'ATF3', 'EPAS1', 'CSNK2A2', 'CDKN1A', 'HLA-C', 'HLA-DRA', 'MMP2', 'CYTH2', 'HBB', 'TBXA2R', 'C5', 'PAK1', 'NOTCH1', 'HDAC6', 'GADD45A', 'IFNAR1', 'CAPG', 'HLA-G', 'FGFR2', 'DYRK3', 'S100A4', 'CXCR4', 'SYK', 'PIK3R3', 'CAPN1', 'CASP10', 'PTPN6', 'EGF', 'TFAP2A', 'GPER1', 'PMAIP1', 'LPAR2', 'GATA2', 'PARP3', 'HYOU1', 'SCN1B', 'DDR1', 'IL1B', 'FZD1', 'COL11A1', 'NR1H2', 'PRKX', 'CD40', 'ABHD6', 'PSMB9', 'CIC', 'TSC22D3', 'HLA-A', 'PTK2B', 'KEAP1', 'CCNA2', 'NME1', 'PTPN12', 'MYC', 'HSPA8', 'XBP1', 'PPA1', 'PLK1', 'CDK4', 'TXNRD1', 'CBFB', 'CCND1', 'MIF', 'ICAM3', 'PSMA3', 'PRKDC', 'FHL2', 'SEM1', 'TYMS', 'PIN1', 'PRMT1', 'TRAP1', 'EIF4EBP1', 'PEBP1', 'MELK', 'LIG1', 'MBNL1', 'PSMD9', 'RRP1B', 'TMEM97', 'SDHB', 'CHEK2', 'XPO1', 'CDKN3', 'BLM', 'TOP2B', 'PCNA', 'BIRC5', 'RAD51', 'ADK', 'BRCA1', 'HPRT1', 'IGF1R', 'CHD1']"
Treprostinil,23,471,4545,"['PPARD', 'CYP2C9', 'P2RY12', 'PTGIR', 'IGF2R', 'APAF1', 'S100A12', 'OGA', 'MELK', 'PPARG', 'PRCP', 'CDK1', 'EPHA3', 'AURKB', 'TNFRSF1B', 'PIK3C3', 'PTPRC', 'BCL2L2', 'PLK1', 'STX4', 'CASP9', 'CXCL2', 'KIF11', 'DSE', 'CDC25B', 'IFNGR1', 'MINK1', 'CCR1', 'TDP2', 'TSC22D3', 'PDE4D', 'SLC2A3', 'DUSP6', 'HLA-DRA', 'PTK2B', 'SGK1', 'PDE1A', 'MAP2K1', 'CDKN1A', 'PTPN1', 'CTSL', 'LPAR2', 'HMMR', 'CD58', 'HMOX1', 'RGS2', 'HBEGF', 'NCOA3', 'CBLB', 'CSNK1D', 'ATG4B', 'PTGS2', 'HDAC6', 'IL4R', 'FGFR3', 'CCND3', 'PRKAG2', 'PLAUR', 'CTDSP1', 'RB1', 'HIF1A', 'TRAP1', 'POLR3G', 'CDK4', 'HEBP1', 'ADRB2', 'DHODH', 'EPRS1', 'NDUFAF4', 'CBR1', 'DFFB', 'FPGS', 'TMEM97', 'RRP7A', 'POLR1G', 'PPAT', 'PARP1', 'IPO4', 'GNL3', 'TERT', 'BCL2', 'EIF4EBP1', 'HSPA8', 'XBP1', 'NME1', 'RRP1B', 'TXNRD1', 'CSK', 'SLC19A1', 'FOSL1', 'HSPB1', 'PNP', 'MYC', 'FXN', 'GATA2', 'SMAD3', 'BTK', 'PYGL', 'CHEK2', 'DCTD', 'AMD1', 'NUCB2', 'SCARB1', 'TEX10', 'LIPA']"
Bisacodyl,23,478,12676,"['GPR55', 'IGFBP3', 'CXCR4', 'PRKAG2', 'ROCK2', 'CYP1A1', 'NCOA3', 'NF1', 'AXIN1', 'HMOX1', 'COL11A1', 'PRKACA', 'DYRK3', 'NFKBIA', 'DYRK1A', 'CRY1', 'JUN', 'ATF3', 'AREG', 'FBXW7', 'SMAD3', 'FOS', 'IL13RA2', 'NRAS', 'CDK6', 'FOSL1', 'RGS2', 'BRD4', 'INPP1', 'TEX10', 'PER1', 'ATP1B1', 'EDN1', 'IGF2BP2', 'NFKBIB', 'HBB', 'GADD45A', 'NFE2L2', 'NR3C1', 'GEM', 'PNP', 'CDK5R1', 'LGALS8', 'CREBBP', 'RIT1', 'SETD2', 'EGR1', 'RBP4', 'PTPN12', 'TXNRD1', 'NPC1', 'PSME4', 'CD55', 'MBNL1', 'HIPK3', 'CLK3', 'SF3B1', 'FOXO1', 'TFAP2A', 'PMAIP1', 'FEN1', 'MPI', 'CTSL', 'CRYZ', 'ADO', 'TP53', 'GALK1', 'PCYT2', 'CBR3', 'PIN1', 'PARP2', 'SLC30A9', 'PARP1', 'BAD', 'POLA2', 'CCHCR1', 'BRCA1', 'PRORP', 'MYC', 'SDHB', 'EIF4EBP1', 'CBR1', 'PLK1', 'SPR', 'XYLT2', 'PTPA', 'RRP1B', 'CCNA2', 'UMPS', 'IKBKE', 'NDUFAF3', 'SIRT5', 'MAPKAPK3', 'FDFT1', 'PCNA', 'HSPA8', 'SUV39H1', 'TRAP1', 'EPRS1', 'PIK3C2B', 'PPA2', 'CHEK2', 'XBP1', 'RPA1', 'LIG1', 'TDP1', 'CDK4', 'ICAM3', 'NUBPL', 'CSK', 'GET1', 'AKR7A2', 'RNASEH2A']"
Podofilox,11,480,6206,"['CYP2C19', 'CYP3A4', 'NR3C1', 'TUBB', 'TUBA4A', 'TOP2A', 'PSMD9', 'HMOX2', 'PMAIP1', 'CDA', 'PXN', 'CDC42BPB', 'GADD45A', 'TXNRD1', 'SPHK1', 'PPP1R13L', 'SFN', 'JUN', 'MAPKAPK2', 'MARK4', 'FOSL1', 'SMAD3', 'STK10', 'CYTH2', 'HSPB1', 'IL4R', 'ANXA1', 'ITGA5', 'PLAUR', 'NRAS', 'AXL', 'TUBB2A', 'CAPN1', 'STX4', 'CSNK1E', 'LAMB3', 'AXIN1', 'ATF3', 'NFKBIB', 'PRKAG2', 'NR1H2', 'PLIN3', 'DUSP3', 'ADAM9', 'EREG', 'EPHA2', 'TJP1', 'PPARD', 'SERPINE1', 'IKZF1', 'CAV1', 'PSMD2', 'CD44', 'SH2B3', 'NPC1', 'CXCR4', 'BIRC2', 'CCNB1', 'FHL2', 'INPP1', 'HBEGF', 'CFLAR', 'SPINT1', 'TNFRSF12A', 'CDKN1A', 'TBC1D1', 'RTN4', 'NFKB2', 'MARK3', 'GJB3', 'LAMC2', 'F3', 'PIK3R4', 'EML4', 'C3', 'FGFR4', 'AHCY', 'BRCA1', 'CDK1', 'AGT', 'ICAM3', 'PARP1', 'TBP', 'C5', 'PGM1', 'PCNA', 'AKR1C3', 'FMO5', 'PEMT', 'C1S', 'LIG1', 'AURKB', 'DUSP6', 'ALDH3A1', 'MAP2K6', 'C1R', 'CHEK2', 'ATP1B1', 'AKR7A2', 'CDK4', 'USP1', 'TP53', 'ERBB3', 'FZD7', 'FGA', 'IDH1', 'CDC25B', 'EED', 'FEN1', 'SMARCA2', 'CPS1', 'PPA2', 'UQCR10', 'DBP', 'STAT1', 'ALDH1A1', 'HSPA1A', 'PSMB8', 'PIK3C2B', 'NFKBIA', 'SHMT1', 'XBP1', 'CAT', 'HMOX1', 'MSH6', 'ABCC6', 'PSME1', 'TMEM97', 'SPR', 'NR1H3', 'TYMS', 'ERBB2', 'NDUFA2', 'CYBA']"
Temsirolimus,6,481,9473,"['MTOR', 'CYP2D6', 'ABCB1', 'CYP3A4', 'FKBP1A', 'CYP3A7', 'CYP3A5', 'CES1', 'ARID5B', 'SLC29A3', 'EGF', 'MKNK1', 'CCN2', 'CDH3', 'MMP1', 'RAD50', 'UGGT2', 'NCSTN', 'CASP10', 'PLA2G4A', 'HEXA', 'C5', 'CD40', 'CBLB', 'IFNAR1', 'ACVR1', 'HMOX1', 'CDKN1B', 'ALDH5A1', 'SIRT5', 'TRIB3', 'CDK19', 'PLA2G6', 'IGF1R', 'NT5E', 'PTGS2', 'MUTYH', 'MMP2', 'HDAC5', 'LGALS8', 'MMUT', 'DNMT3A', 'PPOX', 'NUCB2', 'MYC', 'NR1H2', 'COL11A1', 'PIK3CA', 'SNAP25', 'IKBKB', 'FGFR2', 'HYOU1', 'HLA-DRA', 'IKBKE', 'PRKCQ', 'TF', 'PXN', 'CDC42BPA', 'CD55', 'HDAC6', 'MICU1', 'BAG6', 'ELAVL1', 'TARDBP', 'VDAC1', 'ICAM3', 'ICMT', 'FEN1', 'RPS6KA1', 'CDC25A', 'SLC22A5', 'RFK', 'SRPRB', 'TBP', 'PGM1', 'LIG1', 'SAE1', 'RPA1', 'SPR', 'ACLY', 'HRAS', 'AMD1', 'CCNA2', 'PSMC4', 'HMOX2', 'SDHB', 'PSMD14', 'PNP', 'PSMD1', 'RNF8', 'HSPD1', 'SACM1L', 'PCNA', 'AURKA', 'PLK1', 'PPAT', 'PRMT1', 'INPP1', 'HSPA8', 'EED', 'PSMD11', 'RRP1B', 'MELK', 'PIK3R4', 'EIF4E', 'PIN1', 'PARP1', 'EZH2', 'LRRC59', 'TUBA4A', 'PARP2', 'AKT1', 'NME1', 'PPP2CA', 'TMEM97', 'CCND3', 'HSD17B10', 'MALT1', 'HDAC2', 'CSK']"
